q,tm,wptn,z,stcd,stnm,www,rvnm
1810.0,1786201200000,5,179.7,61801700,白河,2,汉江
1470.0,1786204800000,4,179.47,61801700,白河,2,汉江
1430.0,1786208400000,5,179.51,61801700,白河,2,汉江
1430.0,1786212000000,5,179.53,61801700,白河,2,汉江
1440.0,1786215600000,5,179.57,61801700,白河,2,汉江
1440.0,1786219200000,5,179.62,61801700,白河,2,汉江
1430.0,1786222800000,5,179.66,61801700,白河,2,汉江
1430.0,1786226400000,4,179.64,61801700,白河,2,汉江
1430.0,1786230000000,4,179.55,61801700,白河,2,汉江
1090.0,1786240800000,4,179.41,61801700,白河,2,汉江
1070.0,1786244400000,4,179.3,61801700,白河,2,汉江
1040.0,1786251600000,4,179.07,61801700,白河,2,汉江
,1786255200000,4,178.94,61801700,白河,2,汉江
1230.0,1786258800000,4,178.89,61801700,白河,2,汉江
,1786262400000,5,178.9,61801700,白河,2,汉江
1360.0,1786266000000,5,178.93,61801700,白河,2,汉江
1370.0,1786269600000,4,178.92,61801700,白河,2,汉江
1370.0,1786273200000,6,178.92,61801700,白河,2,汉江
1280.0,1786280400000,4,178.84,61801700,白河,2,汉江
1260.0,1786284000000,5,178.86,61801700,白河,2,汉江
,1786287600000,5,178.92,61801700,白河,2,汉江
1260.0,1786291200000,5,178.95,61801700,白河,2,汉江
1300.0,1786294800000,5,179.0,61801700,白河,2,汉江
1330.0,1786298400000,5,179.07,61801700,白河,2,汉江
1350.0,1786302000000,5,179.15,61801700,白河,2,汉江
1120.0,1786305600000,4,179.08,61801700,白河,2,汉江
1070.0,1786309200000,4,179.04,61801700,白河,2,汉江
1060.0,1786312800000,4,178.98,61801700,白河,2,汉江
1060.0,1786316400000,5,179.38,61801700,白河,2,汉江
1060.0,1786320000000,5,179.47,61801700,白河,2,汉江
1070.0,1786327200000,4,179.53,61801700,白河,2,汉江
1060.0,1786334400000,4,179.44,61801700,白河,2,汉江
1050.0,1786341600000,5,179.48,61801700,白河,2,汉江
1210.0,1786348800000,5,179.61,61801700,白河,2,汉江
1350.0,1786352400000,4,179.54,61801700,白河,2,汉江
1400.0,1786359600000,6,179.58,61801700,白河,2,汉江
1400.0,1786363200000,5,179.62,61801700,白河,2,汉江
,1786370400000,6,179.59,61801700,白河,2,汉江
1270.0,1786374000000,4,179.55,61801700,白河,2,汉江
1270.0,1786377600000,4,179.52,61801700,白河,2,汉江
,1786381200000,4,179.51,61801700,白河,2,汉江
,1786384800000,4,179.5,61801700,白河,2,汉江
1350.0,1786388400000,5,179.51,61801700,白河,2,汉江
,1786392000000,5,179.52,61801700,白河,2,汉江
1400.0,1786395600000,5,179.55,61801700,白河,2,汉江
1420.0,1786399200000,5,179.57,61801700,白河,2,汉江
1410.0,1786402800000,5,179.6,61801700,白河,2,汉江
1390.0,1786413600000,5,179.69,61801700,白河,2,汉江
,1786420800000,4,179.65,61801700,白河,2,汉江
1360.0,1786424400000,5,179.66,61801700,白河,2,汉江
1360.0,1786428000000,4,179.65,61801700,白河,2,汉江
857.0,1786431600000,4,179.35,61801700,白河,2,汉江
444.0,1786438800000,4,179.01,61801700,白河,2,汉江
444.0,1786442400000,4,178.94,61801700,白河,2,汉江
,1786446000000,5,179.32,61801700,白河,2,汉江
1310.0,1786453200000,5,179.42,61801700,白河,2,汉江
1320.0,1786456800000,5,179.5,61801700,白河,2,汉江
1310.0,1786460400000,4,179.42,61801700,白河,2,汉江
1320.0,1786464000000,4,179.4,61801700,白河,2,汉江
1320.0,1786467600000,4,179.36,61801700,白河,2,汉江
1240.0,1786471200000,4,179.31,61801700,白河,2,汉江
1210.0,1786474800000,6,179.31,61801700,白河,2,汉江
1200.0,1786478400000,5,179.35,61801700,白河,2,汉江
1190.0,1786482000000,5,179.42,61801700,白河,2,汉江
1190.0,1786485600000,5,179.52,61801700,白河,2,汉江
1190.0,1786489200000,4,179.49,61801700,白河,2,汉江
1190.0,1786492800000,6,179.49,61801700,白河,2,汉江
,1786503600000,4,179.45,61801700,白河,2,汉江
1100.0,1786507200000,5,179.46,61801700,白河,2,汉江
1110.0,1786514400000,4,179.47,61801700,白河,2,汉江
,1786521600000,4,179.34,61801700,白河,2,汉江
1060.0,1786525200000,4,179.28,61801700,白河,2,汉江
1040.0,1786528800000,4,179.27,61801700,白河,2,汉江
1330.0,1786532400000,5,179.36,61801700,白河,2,汉江
1410.0,1786536000000,5,179.37,61801700,白河,2,汉江
,1786543200000,5,179.5,61801700,白河,2,汉江
1400.0,1786546800000,6,179.5,61801700,白河,2,汉江
1340.0,1786550400000,4,179.48,61801700,白河,2,汉江
,1786554000000,4,179.45,61801700,白河,2,汉江
,1786557600000,4,179.42,61801700,白河,2,汉江
1320.0,1786561200000,4,179.39,61801700,白河,2,汉江
1320.0,1786564800000,5,179.44,61801700,白河,2,汉江
1330.0,1786568400000,5,179.54,61801700,白河,2,汉江
1280.0,1786572000000,4,179.49,61801700,白河,2,汉江
1310.0,1786575600000,4,179.48,61801700,白河,2,汉江
1380.0,1786579200000,5,179.5,61801700,白河,2,汉江
1020.0,1786590000000,5,179.41,61801700,白河,2,汉江
,1786597200000,5,179.47,61801700,白河,2,汉江
968.0,1786600800000,4,179.45,61801700,白河,2,汉江
,1786608000000,4,179.43,61801700,白河,2,汉江
1060.0,1786611600000,5,179.44,61801700,白河,2,汉江
1180.0,1786615200000,5,179.52,61801700,白河,2,汉江
1280.0,1786618800000,4,179.45,61801700,白河,2,汉江
1200.0,1786622400000,4,179.4,61801700,白河,2,汉江
,1786629600000,5,179.43,61801700,白河,2,汉江
1090.0,1786633200000,6,179.43,61801700,白河,2,汉江
,1786636800000,5,179.44,61801700,白河,2,汉江
1090.0,1786640400000,4,179.43,61801700,白河,2,汉江
,1786644000000,6,179.43,61801700,白河,2,汉江
1160.0,1786647600000,5,179.47,61801700,白河,2,汉江
1230.0,1786651200000,5,179.5,61801700,白河,2,汉江
1370.0,1786654800000,5,179.54,61801700,白河,2,汉江
1400.0,1786658400000,4,179.52,61801700,白河,2,汉江
1320.0,1786662000000,4,179.47,61801700,白河,2,汉江
1280.0,1786665600000,4,179.46,61801700,白河,2,汉江
,1786676400000,4,179.41,61801700,白河,2,汉江
,1786683600000,5,179.48,61801700,白河,2,汉江
855.0,1786687200000,4,179.43,61801700,白河,2,汉江
855.0,1786690800000,4,179.37,61801700,白河,2,汉江
1010.0,1786698000000,5,179.31,61801700,白河,2,汉江
1010.0,1786701600000,4,179.27,61801700,白河,2,汉江
1230.0,1786705200000,5,179.43,61801700,白河,2,汉江
1320.0,1786708800000,4,179.33,61801700,白河,2,汉江
1360.0,1786712400000,5,179.39,61801700,白河,2,汉江
,1786719600000,5,179.51,61801700,白河,2,汉江
,1786723200000,5,179.55,61801700,白河,2,汉江
,1786726800000,5,179.6,61801700,白河,2,汉江
,1786730400000,4,179.56,61801700,白河,2,汉江
1440.0,1786734000000,5,179.57,61801700,白河,2,汉江
1440.0,1786737600000,6,179.57,61801700,白河,2,汉江
1430.0,1786741200000,5,179.58,61801700,白河,2,汉江
1440.0,1786744800000,4,179.57,61801700,白河,2,汉江
1440.0,1786748400000,6,179.57,61801700,白河,2,汉江
1430.0,1786755600000,6,179.58,61801700,白河,2,汉江
,1786762800000,4,179.46,61801700,白河,2,汉江
1060.0,1786766400000,4,179.45,61801700,白河,2,汉江
,1786770000000,4,179.39,61801700,白河,2,汉江
865.0,1786773600000,4,179.31,61801700,白河,2,汉江
857.0,1786777200000,4,179.25,61801700,白河,2,汉江
866.0,1786780800000,5,179.29,61801700,白河,2,汉江
,1786784400000,5,179.35,61801700,白河,2,汉江
1360.0,1786788000000,5,179.46,61801700,白河,2,汉江
,1786791600000,4,179.45,61801700,白河,2,汉江
1410.0,1786795200000,5,179.51,61801700,白河,2,汉江
1460.0,1786798800000,4,179.49,61801700,白河,2,汉江
1420.0,1786802400000,4,179.48,61801700,白河,2,汉江
1450.0,1786806000000,4,179.46,61801700,白河,2,汉江
1440.0,1786809600000,4,179.44,61801700,白河,2,汉江
1430.0,1786813200000,4,179.42,61801700,白河,2,汉江
1430.0,1786816800000,4,179.4,61801700,白河,2,汉江
,1786820400000,4,179.37,61801700,白河,2,汉江
1430.0,1786824000000,4,179.35,61801700,白河,2,汉江
1410.0,1786827600000,4,179.33,61801700,白河,2,汉江
1360.0,1786831200000,5,179.36,61801700,白河,2,汉江
1380.0,1786834800000,5,179.38,61801700,白河,2,汉江
1530.0,1786842000000,4,179.45,61801700,白河,2,汉江
1390.0,1786849200000,6,179.49,61801700,白河,2,汉江
1070.0,1786852800000,4,179.41,61801700,白河,2,汉江
1030.0,1786856400000,5,179.43,61801700,白河,2,汉江
1240.0,1786860000000,5,179.48,61801700,白河,2,汉江
964.0,1786863600000,6,179.48,61801700,白河,2,汉江
1400.0,1786867200000,4,179.38,61801700,白河,2,汉江
,1786870800000,4,179.2,61801700,白河,2,汉江
1510.0,1786874400000,5,179.49,61801700,白河,2,汉江
1450.0,1786878000000,4,179.41,61801700,白河,2,汉江
1480.0,1786881600000,5,179.43,61801700,白河,2,汉江
1470.0,1786885200000,4,179.41,61801700,白河,2,汉江
1480.0,1786888800000,4,179.4,61801700,白河,2,汉江
1420.0,1786892400000,5,179.44,61801700,白河,2,汉江
1460.0,1786896000000,5,179.45,61801700,白河,2,汉江
1460.0,1786899600000,4,179.44,61801700,白河,2,汉江
1480.0,1786903200000,6,179.44,61801700,白河,2,汉江
1460.0,1786906800000,4,179.43,61801700,白河,2,汉江
1460.0,1786910400000,6,179.43,61801700,白河,2,汉江
1470.0,1786914000000,6,179.43,61801700,白河,2,汉江
1450.0,1786917600000,4,179.42,61801700,白河,2,汉江
1460.0,1786921200000,4,179.41,61801700,白河,2,汉江
1390.0,1786928400000,4,179.37,61801700,白河,2,汉江
1070.0,1786935600000,4,179.4,61801700,白河,2,汉江
,1786939200000,5,179.46,61801700,白河,2,汉江
1120.0,1786942800000,4,179.42,61801700,白河,2,汉江
1140.0,1786950000000,6,179.43,61801700,白河,2,汉江
940.0,1786953600000,4,179.29,61801700,白河,2,汉江
1130.0,1786957200000,5,179.35,61801700,白河,2,汉江
1490.0,1786960800000,5,179.46,61801700,白河,2,汉江
1520.0,1786964400000,4,179.43,61801700,白河,2,汉江
1470.0,1786971600000,4,179.41,61801700,白河,2,汉江
1490.0,1786975200000,4,179.4,61801700,白河,2,汉江
1480.0,1786978800000,6,179.4,61801700,白河,2,汉江
1470.0,1786982400000,6,179.4,61801700,白河,2,汉江
1450.0,1786986000000,4,179.37,61801700,白河,2,汉江
929.0,1786989600000,6,179.37,61801700,白河,2,汉江
1320.0,1786993200000,4,179.36,61801700,白河,2,汉江
1340.0,1786996800000,5,179.37,61801700,白河,2,汉江
