q,tm,wptn,z,stcd,stnm,www,rvnm
203.0,1786201200000,5,164.01,61902600,黄龙滩,2,汉江
492.0,1786204800000,5,164.17,61902600,黄龙滩,2,汉江
630.0,1786208400000,4,164.16,61902600,黄龙滩,2,汉江
453.0,1786212000000,5,164.21,61902600,黄龙滩,2,汉江
481.0,1786215600000,4,164.18,61902600,黄龙滩,2,汉江
597.0,1786219200000,4,163.97,61902600,黄龙滩,2,汉江
237.0,1786222800000,4,163.74,61902600,黄龙滩,2,汉江
163.0,1786226400000,5,163.86,61902600,黄龙滩,2,汉江
105.0,1786230000000,4,163.65,61902600,黄龙滩,2,汉江
123.0,1786240800000,4,163.74,61902600,黄龙滩,2,汉江
116.0,1786244400000,5,163.86,61902600,黄龙滩,2,汉江
35.2,1786251600000,4,163.81,61902600,黄龙滩,2,汉江
79.9,1786255200000,5,163.87,61902600,黄龙滩,2,汉江
106.0,1786258800000,5,163.89,61902600,黄龙滩,2,汉江
159.0,1786262400000,4,163.85,61902600,黄龙滩,2,汉江
176.0,1786266000000,5,163.94,61902600,黄龙滩,2,汉江
319.0,1786269600000,5,164.02,61902600,黄龙滩,2,汉江
186.0,1786273200000,4,163.8,61902600,黄龙滩,2,汉江
137.0,1786280400000,5,163.89,61902600,黄龙滩,2,汉江
196.0,1786284000000,4,163.84,61902600,黄龙滩,2,汉江
170.0,1786287600000,6,163.84,61902600,黄龙滩,2,汉江
428.0,1786291200000,5,163.97,61902600,黄龙滩,2,汉江
668.0,1786294800000,5,164.19,61902600,黄龙滩,2,汉江
217.0,1786298400000,4,163.6,61902600,黄龙滩,2,汉江
52.8,1786302000000,5,163.81,61902600,黄龙滩,2,汉江
71.8,1786305600000,5,163.95,61902600,黄龙滩,2,汉江
54.5,1786309200000,4,163.72,61902600,黄龙滩,2,汉江
14.7,1786312800000,5,163.85,61902600,黄龙滩,2,汉江
130.0,1786316400000,5,163.87,61902600,黄龙滩,2,汉江
97.4,1786320000000,4,163.65,61902600,黄龙滩,2,汉江
33.7,1786327200000,5,163.94,61902600,黄龙滩,2,汉江
46.9,1786334400000,5,163.94,61902600,黄龙滩,2,汉江
25.2,1786341600000,4,163.86,61902600,黄龙滩,2,汉江
290.0,1786348800000,5,164.05,61902600,黄龙滩,2,汉江
374.0,1786352400000,4,163.78,61902600,黄龙滩,2,汉江
128.0,1786359600000,4,163.96,61902600,黄龙滩,2,汉江
59.6,1786363200000,4,163.82,61902600,黄龙滩,2,汉江
24.3,1786370400000,4,163.89,61902600,黄龙滩,2,汉江
123.0,1786374000000,4,163.85,61902600,黄龙滩,2,汉江
171.0,1786377600000,5,163.86,61902600,黄龙滩,2,汉江
144.0,1786381200000,4,163.79,61902600,黄龙滩,2,汉江
164.0,1786384800000,5,163.81,61902600,黄龙滩,2,汉江
53.3,1786388400000,5,163.98,61902600,黄龙滩,2,汉江
224.0,1786392000000,4,163.87,61902600,黄龙滩,2,汉江
51.5,1786395600000,5,163.89,61902600,黄龙滩,2,汉江
157.0,1786399200000,5,163.91,61902600,黄龙滩,2,汉江
127.0,1786402800000,4,163.86,61902600,黄龙滩,2,汉江
228.0,1786413600000,4,163.78,61902600,黄龙滩,2,汉江
95.1,1786420800000,5,163.97,61902600,黄龙滩,2,汉江
298.0,1786424400000,5,164.11,61902600,黄龙滩,2,汉江
78.0,1786428000000,4,163.71,61902600,黄龙滩,2,汉江
98.6,1786431600000,5,163.96,61902600,黄龙滩,2,汉江
847.0,1786438800000,4,164.28,61902600,黄龙滩,2,汉江
119.0,1786442400000,4,163.61,61902600,黄龙滩,2,汉江
20.2,1786446000000,5,163.99,61902600,黄龙滩,2,汉江
92.6,1786453200000,4,163.82,61902600,黄龙滩,2,汉江
66.8,1786456800000,5,164.01,61902600,黄龙滩,2,汉江
79.6,1786460400000,4,163.94,61902600,黄龙滩,2,汉江
86.9,1786464000000,5,164.09,61902600,黄龙滩,2,汉江
231.0,1786467600000,4,164.07,61902600,黄龙滩,2,汉江
130.0,1786471200000,4,163.94,61902600,黄龙滩,2,汉江
241.0,1786474800000,5,164.07,61902600,黄龙滩,2,汉江
86.6,1786478400000,4,164.05,61902600,黄龙滩,2,汉江
53.7,1786482000000,4,163.94,61902600,黄龙滩,2,汉江
55.0,1786485600000,5,164.01,61902600,黄龙滩,2,汉江
114.0,1786489200000,4,163.97,61902600,黄龙滩,2,汉江
