q,tm,wptn,z,stcd,stnm,www,rvnm
481.0,1786201200000,4,167.32,62001750,磨峪湾,1,汉江
465.0,1786204800000,4,167.28,62001750,磨峪湾,1,汉江
440.0,1786208400000,4,167.22,62001750,磨峪湾,1,汉江
429.0,1786212000000,4,167.19,62001750,磨峪湾,1,汉江
410.0,1786215600000,4,167.14,62001750,磨峪湾,1,汉江
376.0,1786219200000,4,167.04,62001750,磨峪湾,1,汉江
337.0,1786222800000,4,166.91,62001750,磨峪湾,1,汉江
311.0,1786226400000,4,166.76,62001750,磨峪湾,1,汉江
290.0,1786230000000,4,166.68,62001750,磨峪湾,1,汉江
266.0,1786240800000,4,166.58,62001750,磨峪湾,1,汉江
266.0,1786244400000,6,166.58,62001750,磨峪湾,1,汉江
278.0,1786251600000,5,166.63,62001750,磨峪湾,1,汉江
263.0,1786258800000,4,166.57,62001750,磨峪湾,1,汉江
244.0,1786262400000,4,166.49,62001750,磨峪湾,1,汉江
237.0,1786267127000,5,166.42,62001750,磨峪湾,1,汉江
224.0,1786269600000,4,166.4,62001750,磨峪湾,1,汉江
211.0,1786273200000,4,166.34,62001750,磨峪湾,1,汉江
188.0,1786280400000,4,166.23,62001750,磨峪湾,1,汉江
174.0,1786284000000,4,166.16,62001750,磨峪湾,1,汉江
164.0,1786287600000,4,166.14,62001750,磨峪湾,1,汉江
163.0,1786291200000,4,166.13,62001750,磨峪湾,1,汉江
161.0,1786294800000,4,166.12,62001750,磨峪湾,1,汉江
159.0,1786298400000,4,166.11,62001750,磨峪湾,1,汉江
158.0,1786302000000,4,166.1,62001750,磨峪湾,1,汉江
156.0,1786305600000,4,166.09,62001750,磨峪湾,1,汉江
158.0,1786309200000,5,166.1,62001750,磨峪湾,1,汉江
156.0,1786312800000,4,166.09,62001750,磨峪湾,1,汉江
155.0,1786316400000,4,166.08,62001750,磨峪湾,1,汉江
153.0,1786320000000,4,166.07,62001750,磨峪湾,1,汉江
152.0,1786327200000,6,166.06,62001750,磨峪湾,1,汉江
145.0,1786334400000,4,166.02,62001750,磨峪湾,1,汉江
145.0,1786341600000,6,166.02,62001750,磨峪湾,1,汉江
149.0,1786348800000,5,166.04,62001750,磨峪湾,1,汉江
163.0,1786352400000,5,166.13,62001750,磨峪湾,1,汉江
207.0,1786359600000,5,166.32,62001750,磨峪湾,1,汉江
215.0,1786363200000,5,166.36,62001750,磨峪湾,1,汉江
217.0,1786366800000,5,166.37,62001750,磨峪湾,1,汉江
198.0,1786374000000,4,166.28,62001750,磨峪湾,1,汉江
194.0,1786377600000,4,166.26,62001750,磨峪湾,1,汉江
196.0,1786381200000,5,166.27,62001750,磨峪湾,1,汉江
178.0,1786388400000,4,166.18,62001750,磨峪湾,1,汉江
161.0,1786392000000,4,166.12,62001750,磨峪湾,1,汉江
155.0,1786395600000,4,166.08,62001750,磨峪湾,1,汉江
149.0,1786399200000,4,166.04,62001750,磨峪湾,1,汉江
