oq,q,stcd,stnm,tm,wptn,z,rvnm
,,60116400,四号码头,1788206400000,4,5.99,长江干流
,,60116400,四号码头,1788220800000,5,5.77,长江干流
,,60116400,四号码头,1788238800000,4,6.31,长江干流
,,60116400,四号码头,1788256800000,4,5.83,长江干流
,,60116400,四号码头,1788274800000,5,6.51,长江干流
,,60116400,四号码头,1788285600000,4,6.25,长江干流
,,60116400,四号码头,1788296400000,4,5.95,长江干流
,,60116400,四号码头,1788303600000,4,5.75,长江干流
,,60116400,四号码头,1788310800000,5,5.93,长江干流
,,60116400,四号码头,1788328800000,4,6.19,长江干流
,,60116400,四号码头,1788346800000,4,5.71,长江干流
,,60116400,四号码头,1788361200000,5,6.41,长江干流
,,60116400,四号码头,1788372000000,4,6.25,长江干流
,,60116400,四号码头,1788382800000,4,5.99,长江干流
,,60116400,四号码头,1788390000000,4,5.79,长江干流
,,60116400,四号码头,1788397200000,4,5.68,长江干流
,,60116400,四号码头,1788415200000,4,6.25,长江干流
,,60116400,四号码头,1788433200000,4,5.72,长江干流
,,60116400,四号码头,1788447600000,5,6.24,长江干流
,,60116400,四号码头,1788458400000,4,6.3,长江干流
,,60116400,四号码头,1788469200000,4,6.06,长江干流
,,60116400,四号码头,1788476400000,4,5.9,长江干流
,,60116400,四号码头,1788483600000,4,5.75,长江干流
,,60116400,四号码头,1788501600000,4,6.07,长江干流
,,60116400,四号码头,1788519600000,4,5.74,长江干流
,,60116400,四号码头,1788534000000,5,6,长江干流
,,60116400,四号码头,1788544800000,5,6.34,长江干流
,,60116400,四号码头,1788552000000,4,6.21,长江干流
,,60116400,四号码头,1788559200000,4,6.08,长江干流
,,60116400,四号码头,1788566400000,4,5.93,长江干流
,,60116400,四号码头,1788584400000,5,5.99,长江干流
,,60116400,四号码头,1788598800000,4,5.88,长江干流
,,60116400,四号码头,1788609600000,4,5.75,长江干流
,,60116400,四号码头,1788624000000,5,5.92,长江干流
