q,tm,wptn,z,stcd,stnm,www,rvnm
19.3,1788206400000,4,193.84,61813200,长沙坝(二),1,汉江
11.9,1788220800000,6,194.12,61813200,长沙坝(二),1,汉江
7.82,1788238800000,6,194.12,61813200,长沙坝(二),1,汉江
116.0,1788256800000,5,194.41,61813200,长沙坝(二),1,汉江
99.6,1788274800000,5,194.38,61813200,长沙坝(二),1,汉江
82.1,1788285600000,5,194.4,61813200,长沙坝(二),1,汉江
9.57,1788296400000,4,193.71,61813200,长沙坝(二),1,汉江
19.2,1788303600000,5,194.33,61813200,长沙坝(二),1,汉江
10.9,1788310800000,4,194.07,61813200,长沙坝(二),1,汉江
5.14,1788328800000,4,194.05,61813200,长沙坝(二),1,汉江
53.5,1788346800000,4,194.52,61813200,长沙坝(二),1,汉江
78.2,1788361200000,5,194.5,61813200,长沙坝(二),1,汉江
94.6,1788372000000,4,194.2,61813200,长沙坝(二),1,汉江
8.05,1788382800000,5,193.99,61813200,长沙坝(二),1,汉江
4.08,1788390000000,6,193.99,61813200,长沙坝(二),1,汉江
3.9,1788397200000,6,193.99,61813200,长沙坝(二),1,汉江
4.24,1788415200000,6,193.99,61813200,长沙坝(二),1,汉江
93.2,1788433200000,5,194.55,61813200,长沙坝(二),1,汉江
93.6,1788447600000,5,194.6,61813200,长沙坝(二),1,汉江
24.1,1788458400000,4,193.54,61813200,长沙坝(二),1,汉江
7.06,1788469200000,4,193.31,61813200,长沙坝(二),1,汉江
37.8,1788476400000,5,194.27,61813200,长沙坝(二),1,汉江
6.01,1788483600000,5,194.1,61813200,长沙坝(二),1,汉江
4.38,1788501600000,6,194.11,61813200,长沙坝(二),1,汉江
95.1,1788519600000,5,194.39,61813200,长沙坝(二),1,汉江
98.8,1788534000000,5,194.38,61813200,长沙坝(二),1,汉江
65.2,1788544800000,5,194.04,61813200,长沙坝(二),1,汉江
10.1,1788555600000,5,194.22,61813200,长沙坝(二),1,汉江
112.0,1788559200000,5,194.48,61813200,长沙坝(二),1,汉江
14.6,1788566400000,4,194.12,61813200,长沙坝(二),1,汉江
10.5,1788584400000,5,194.09,61813200,长沙坝(二),1,汉江
66.0,1788598800000,5,194.25,61813200,长沙坝(二),1,汉江
93.7,1788609600000,5,194.42,61813200,长沙坝(二),1,汉江
98.0,1788624000000,5,194.36,61813200,长沙坝(二),1,汉江
95.4,1788631200000,4,194.24,61813200,长沙坝(二),1,汉江
54.6,1788638400000,4,194.12,61813200,长沙坝(二),1,汉江
