q,tm,wptn,z,stcd,stnm,www,rvnm
47.3,1788206400000,6,142.18,62001891,清泉沟,1,汉江
49.0,1788220800000,4,142.18,62001891,清泉沟,1,汉江
47.3,1788238800000,6,142.18,62001891,清泉沟,1,汉江
49.3,1788256800000,6,142.18,62001891,清泉沟,1,汉江
46.7,1788274800000,6,142.19,62001891,清泉沟,1,汉江
47.7,1788285600000,5,142.2,62001891,清泉沟,1,汉江
45.9,1788296400000,6,142.21,62001891,清泉沟,1,汉江
48.3,1788303600000,6,142.22,62001891,清泉沟,1,汉江
25.9,1788310800000,4,141.94,62001891,清泉沟,1,汉江
25.5,1788328800000,4,141.65,62001891,清泉沟,1,汉江
24.8,1788346800000,4,141.48,62001891,清泉沟,1,汉江
24.7,1788361200000,4,141.39,62001891,清泉沟,1,汉江
